"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2011-01","Jan-2011","PC","Percentage","0","Units",,,8,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2011-02","Feb-2011","PC","Percentage","0","Units",,,8,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2011-03","Mar-2011","PC","Percentage","0","Units",,,8.05,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2011-04","Apr-2011","PC","Percentage","0","Units",,,7.95,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2011-05","May-2011","PC","Percentage","0","Units",,,8.02,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2011-06","Jun-2011","PC","Percentage","0","Units",,,8.14,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2011-07","Jul-2011","PC","Percentage","0","Units",,,8.04,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2011-08","Aug-2011","PC","Percentage","0","Units",,,8.19,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2011-09","Sep-2011","PC","Percentage","0","Units",,,8,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2011-10","Oct-2011","PC","Percentage","0","Units",,,7.97,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2011-11","Nov-2011","PC","Percentage","0","Units",,,8.14,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2011-12","Dec-2011","PC","Percentage","0","Units",,,8.23,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2012-01","Jan-2012","PC","Percentage","0","Units",,,8.35,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2012-02","Feb-2012","PC","Percentage","0","Units",,,8.06,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2012-03","Mar-2012","PC","Percentage","0","Units",,,8.09,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2012-04","Apr-2012","PC","Percentage","0","Units",,,8.18,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2012-05","May-2012","PC","Percentage","0","Units",,,8.13,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2012-06","Jun-2012","PC","Percentage","0","Units",,,8.26,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2012-07","Jul-2012","PC","Percentage","0","Units",,,8.09,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2012-08","Aug-2012","PC","Percentage","0","Units",,,8.17,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2012-09","Sep-2012","PC","Percentage","0","Units",,,8.25,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2012-10","Oct-2012","PC","Percentage","0","Units",,,8.21,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2012-11","Nov-2012","PC","Percentage","0","Units",,,7.96,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2012-12","Dec-2012","PC","Percentage","0","Units",,,8.1,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,6.94,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,6.99,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,7.13,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,7.05,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,6.99,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,7.35,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2013-07","Jul-2013","PC","Percentage","0","Units",,,7.51,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2013-08","Aug-2013","PC","Percentage","0","Units",,,7.56,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2013-09","Sep-2013","PC","Percentage","0","Units",,,7.5,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2013-10","Oct-2013","PC","Percentage","0","Units",,,7.53,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2013-11","Nov-2013","PC","Percentage","0","Units",,,7.65,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2013-12","Dec-2013","PC","Percentage","0","Units",,,7.77,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,7.91,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,7.8,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,8.17,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,8.18,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,8.14,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,8.12,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,8.22,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,8.57,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,8.73,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,8.88,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,8.63,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,10.22,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,10.37,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,10.51,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,10.7,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,10,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,9.61,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,9.13,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,9.19,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,12.16,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,12.64,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,12.27,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,12.24,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,11.82,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,11.56,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,11.25,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,10.65,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,10.61,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,10.49,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,10.3,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,10.13,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,10.12,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,10.01,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,10.08,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,10.11,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,9.95,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,9.62,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,9.77,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,9.56,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,9.33,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,9.09,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,8.99,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,8.84,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,8.74,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,8.65,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,8.59,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,8.48,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,8.25,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,7.98,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,7.85,,
"IRLT","Long-term interest rates, Per cent per annum","RUS","Russia","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,7.79,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2007-01","Jan-2007","PC","Percentage","0","Units",,,7.65,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2007-02","Feb-2007","PC","Percentage","0","Units",,,7.5,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2007-03","Mar-2007","PC","Percentage","0","Units",,,7.59,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2007-04","Apr-2007","PC","Percentage","0","Units",,,7.64,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2007-05","May-2007","PC","Percentage","0","Units",,,7.58,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2007-06","Jun-2007","PC","Percentage","0","Units",,,8.1,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2007-07","Jul-2007","PC","Percentage","0","Units",,,8.34,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2007-08","Aug-2007","PC","Percentage","0","Units",,,8.37,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2007-09","Sep-2007","PC","Percentage","0","Units",,,8.45,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2007-10","Oct-2007","PC","Percentage","0","Units",,,8.12,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2007-11","Nov-2007","PC","Percentage","0","Units",,,8.19,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2007-12","Dec-2007","PC","Percentage","0","Units",,,8.29,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2008-01","Jan-2008","PC","Percentage","0","Units",,,8.36,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2008-02","Feb-2008","PC","Percentage","0","Units",,,8.69,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2008-03","Mar-2008","PC","Percentage","0","Units",,,9.16,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2008-04","Apr-2008","PC","Percentage","0","Units",,,9.15,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2008-05","May-2008","PC","Percentage","0","Units",,,9.51,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2008-06","Jun-2008","PC","Percentage","0","Units",,,10.35,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2008-07","Jul-2008","PC","Percentage","0","Units",,,10.1,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2008-08","Aug-2008","PC","Percentage","0","Units",,,9.2,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2008-09","Sep-2008","PC","Percentage","0","Units",,,9.04,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2008-10","Oct-2008","PC","Percentage","0","Units",,,9.24,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2008-11","Nov-2008","PC","Percentage","0","Units",,,8.58,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2008-12","Dec-2008","PC","Percentage","0","Units",,,7.82,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2009-01","Jan-2009","PC","Percentage","0","Units",,,7.85,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2009-02","Feb-2009","PC","Percentage","0","Units",,,8.26,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2009-03","Mar-2009","PC","Percentage","0","Units",,,8.43,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2009-04","Apr-2009","PC","Percentage","0","Units",,,8.57,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2009-05","May-2009","PC","Percentage","0","Units",,,8.7,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2009-06","Jun-2009","PC","Percentage","0","Units",,,8.88,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2009-07","Jul-2009","PC","Percentage","0","Units",,,9.11,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2009-08","Aug-2009","PC","Percentage","0","Units",,,8.8,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2009-09","Sep-2009","PC","Percentage","0","Units",,,8.7,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2009-10","Oct-2009","PC","Percentage","0","Units",,,9.11,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2009-11","Nov-2009","PC","Percentage","0","Units",,,9,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2009-12","Dec-2009","PC","Percentage","0","Units",,,9.03,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2010-01","Jan-2010","PC","Percentage","0","Units",,,9.24,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2010-02","Feb-2010","PC","Percentage","0","Units",,,9.11,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2010-03","Mar-2010","PC","Percentage","0","Units",,,8.92,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2010-04","Apr-2010","PC","Percentage","0","Units",,,8.75,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2010-05","May-2010","PC","Percentage","0","Units",,,8.97,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2010-06","Jun-2010","PC","Percentage","0","Units",,,8.99,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2010-07","Jul-2010","PC","Percentage","0","Units",,,8.78,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2010-08","Aug-2010","PC","Percentage","0","Units",,,8.17,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2010-09","Sep-2010","PC","Percentage","0","Units",,,7.92,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2010-10","Oct-2010","PC","Percentage","0","Units",,,8.03,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2010-11","Nov-2010","PC","Percentage","0","Units",,,8.12,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2010-12","Dec-2010","PC","Percentage","0","Units",,,8.38,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2011-01","Jan-2011","PC","Percentage","0","Units",,,8.52,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2011-02","Feb-2011","PC","Percentage","0","Units",,,8.7,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2011-03","Mar-2011","PC","Percentage","0","Units",,,8.94,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2011-04","Apr-2011","PC","Percentage","0","Units",,,8.73,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2011-05","May-2011","PC","Percentage","0","Units",,,8.56,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2011-06","Jun-2011","PC","Percentage","0","Units",,,8.5,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2011-07","Jul-2011","PC","Percentage","0","Units",,,8.55,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2011-08","Aug-2011","PC","Percentage","0","Units",,,8.1,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2011-09","Sep-2011","PC","Percentage","0","Units",,,8.25,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2011-10","Oct-2011","PC","Percentage","0","Units",,,8.41,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2011-11","Nov-2011","PC","Percentage","0","Units",,,8.47,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2011-12","Dec-2011","PC","Percentage","0","Units",,,8.51,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2012-01","Jan-2012","PC","Percentage","0","Units",,,8.4,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2012-02","Feb-2012","PC","Percentage","0","Units",,,8.23,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2012-03","Mar-2012","PC","Percentage","0","Units",,,8.37,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2012-04","Apr-2012","PC","Percentage","0","Units",,,8.28,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2012-05","May-2012","PC","Percentage","0","Units",,,8.28,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2012-06","Jun-2012","PC","Percentage","0","Units",,,8.16,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2012-07","Jul-2012","PC","Percentage","0","Units",,,7.52,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2012-08","Aug-2012","PC","Percentage","0","Units",,,7.48,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2012-09","Sep-2012","PC","Percentage","0","Units",,,7.4,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2012-10","Oct-2012","PC","Percentage","0","Units",,,7.67,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2012-11","Nov-2012","PC","Percentage","0","Units",,,7.64,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2012-12","Dec-2012","PC","Percentage","0","Units",,,7.37,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,7.26,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,7.29,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,7.39,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,6.97,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,6.96,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,7.94,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2013-07","Jul-2013","PC","Percentage","0","Units",,,7.97,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2013-08","Aug-2013","PC","Percentage","0","Units",,,8.37,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2013-09","Sep-2013","PC","Percentage","0","Units",,,8.15,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2013-10","Oct-2013","PC","Percentage","0","Units",,,7.87,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2013-11","Nov-2013","PC","Percentage","0","Units",,,8.18,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2013-12","Dec-2013","PC","Percentage","0","Units",,,8.32,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,8.48,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,8.67,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,8.52,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,8.41,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,8.16,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,8.34,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,8.25,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,8.21,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,8.2,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,8.06,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,7.86,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,7.84,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,7.39,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,7.49,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,7.81,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,7.85,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,8.08,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,8.33,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,8.18,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,8.28,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,8.47,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,8.28,,
