"SUBJECT","Subject","LOCATION","Country","FREQUENCY","Frequency","TIME","Time","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,8.49,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,9.34,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,9.62,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,9.23,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,9.27,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,9.07,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,9.29,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,9.05,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,8.72,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,8.7,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,8.68,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,8.76,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,8.91,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,8.95,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,8.75,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,8.73,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,8.62,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,8.84,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,8.62,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,9.01,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,9.24,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,9.12,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,9,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,9.4,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,9.8,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,9.5,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,9.08,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,8.7,,
"IRLT","Long-term interest rates, Per cent per annum","ZAF","South Africa","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,8.51,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2007-01","Jan-2007","PC","Percentage","0","Units",,,9.450402,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2007-02","Feb-2007","PC","Percentage","0","Units",,,9.830436,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2007-03","Mar-2007","PC","Percentage","0","Units",,,9.878827,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2007-04","Apr-2007","PC","Percentage","0","Units",,,10.01497,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2007-05","May-2007","PC","Percentage","0","Units",,,9.839237,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2007-06","Jun-2007","PC","Percentage","0","Units",,,9.910777,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2007-07","Jul-2007","PC","Percentage","0","Units",,,9.9137,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2007-08","Aug-2007","PC","Percentage","0","Units",,,10.59803,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2007-09","Sep-2007","PC","Percentage","0","Units",,,10.1826,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2007-10","Oct-2007","PC","Percentage","0","Units",,,10.16776,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2007-11","Nov-2007","PC","Percentage","0","Units",,,10.20494,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2007-12","Dec-2007","PC","Percentage","0","Units",,,10.3047,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2008-01","Jan-2008","PC","Percentage","0","Units",,,11.16165,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2008-02","Feb-2008","PC","Percentage","0","Units",,,11.53809,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2008-03","Mar-2008","PC","Percentage","0","Units",,,11.57568,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2008-04","Apr-2008","PC","Percentage","0","Units",,,10.93721,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2008-05","May-2008","PC","Percentage","0","Units",,,11.4507,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2008-06","Jun-2008","PC","Percentage","0","Units",,,12.71361,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2008-07","Jul-2008","PC","Percentage","0","Units",,,12.52266,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2008-08","Aug-2008","PC","Percentage","0","Units",,,11.39368,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2008-09","Sep-2008","PC","Percentage","0","Units",,,12.23643,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2008-10","Oct-2008","PC","Percentage","0","Units",,,13.69251,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2008-11","Nov-2008","PC","Percentage","0","Units",,,12.66803,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2008-12","Dec-2008","PC","Percentage","0","Units",,,10.91481,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2009-01","Jan-2009","PC","Percentage","0","Units",,,9.795325,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2009-02","Feb-2009","PC","Percentage","0","Units",,,10.03377,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2009-03","Mar-2009","PC","Percentage","0","Units",,,10.1248,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2009-04","Apr-2009","PC","Percentage","0","Units",,,9.254631,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2009-05","May-2009","PC","Percentage","0","Units",,,9.425323,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2009-06","Jun-2009","PC","Percentage","0","Units",,,10.08923,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2009-07","Jul-2009","PC","Percentage","0","Units",,,9.624704,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2009-08","Aug-2009","PC","Percentage","0","Units",,,10.25428,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2009-09","Sep-2009","PC","Percentage","0","Units",,,9.683795,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2009-10","Oct-2009","PC","Percentage","0","Units",,,8.977392,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2009-11","Nov-2009","PC","Percentage","0","Units",,,8.420681,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2009-12","Dec-2009","PC","Percentage","0","Units",,,9.04213,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2010-01","Jan-2010","PC","Percentage","0","Units",,,9.32697,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2010-02","Feb-2010","PC","Percentage","0","Units",,,9.559256,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2010-03","Mar-2010","PC","Percentage","0","Units",,,9.318492,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2010-04","Apr-2010","PC","Percentage","0","Units",,,8.837123,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2010-05","May-2010","PC","Percentage","0","Units",,,8.599206,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2010-06","Jun-2010","PC","Percentage","0","Units",,,8.475697,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2010-07","Jul-2010","PC","Percentage","0","Units",,,8.057139,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2010-08","Aug-2010","PC","Percentage","0","Units",,,7.705278,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2010-09","Sep-2010","PC","Percentage","0","Units",,,7.889721,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2010-10","Oct-2010","PC","Percentage","0","Units",,,7.49832,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2010-11","Nov-2010","PC","Percentage","0","Units",,,8.210733,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2010-12","Dec-2010","PC","Percentage","0","Units",,,8.235672,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2011-01","Jan-2011","PC","Percentage","0","Units",,,8.484119,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2011-02","Feb-2011","PC","Percentage","0","Units",,,8.859096,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2011-03","Mar-2011","PC","Percentage","0","Units",,,8.775248,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2011-04","Apr-2011","PC","Percentage","0","Units",,,8.698792,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2011-05","May-2011","PC","Percentage","0","Units",,,8.306401,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2011-06","Jun-2011","PC","Percentage","0","Units",,,7.856661,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2011-07","Jul-2011","PC","Percentage","0","Units",,,7.802632,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2011-08","Aug-2011","PC","Percentage","0","Units",,,7.494658,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2011-09","Sep-2011","PC","Percentage","0","Units",,,7.654294,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2011-10","Oct-2011","PC","Percentage","0","Units",,,7.661258,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2011-11","Nov-2011","PC","Percentage","0","Units",,,7.804125,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2011-12","Dec-2011","PC","Percentage","0","Units",,,7.841441,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2012-01","Jan-2012","PC","Percentage","0","Units",,,7.490502,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2012-02","Feb-2012","PC","Percentage","0","Units",,,7.4359,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2012-03","Mar-2012","PC","Percentage","0","Units",,,7.372303,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2012-04","Apr-2012","PC","Percentage","0","Units",,,7.213192,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2012-05","May-2012","PC","Percentage","0","Units",,,7.262163,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2012-06","Jun-2012","PC","Percentage","0","Units",,,7.128099,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2012-07","Jul-2012","PC","Percentage","0","Units",,,6.772715,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2012-08","Aug-2012","PC","Percentage","0","Units",,,6.757584,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2012-09","Sep-2012","PC","Percentage","0","Units",,,6.445886,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2012-10","Oct-2012","PC","Percentage","0","Units",,,6.261617,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2012-11","Nov-2012","PC","Percentage","0","Units",,,5.995622,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2012-12","Dec-2012","PC","Percentage","0","Units",,,5.711334,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,5.304521,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,5.086377,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,5.106941,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,5.086814,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,6.124263,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,7.129627,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2013-07","Jul-2013","PC","Percentage","0","Units",,,7.501645,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2013-08","Aug-2013","PC","Percentage","0","Units",,,7.75864,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2013-09","Sep-2013","PC","Percentage","0","Units",,,7.321371,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2013-10","Oct-2013","PC","Percentage","0","Units",,,6.921058,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2013-11","Nov-2013","PC","Percentage","0","Units",,,7.338626,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2013-12","Dec-2013","PC","Percentage","0","Units",,,7.295926,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,7.6304,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,7.617991,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,6.773311,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,6.769399,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,6.631166,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,6.903259,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2014-07","Jul-2014","PC","Percentage","0","Units",,,6.974891,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2014-08","Aug-2014","PC","Percentage","0","Units",,,6.729824,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2014-09","Sep-2014","PC","Percentage","0","Units",,,7.208423,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2014-10","Oct-2014","PC","Percentage","0","Units",,,6.945026,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2014-11","Nov-2014","PC","Percentage","0","Units",,,6.969954,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2014-12","Dec-2014","PC","Percentage","0","Units",,,7.525956,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2015-01","Jan-2015","PC","Percentage","0","Units",,,6.992987,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2015-02","Feb-2015","PC","Percentage","0","Units",,,6.98,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2015-03","Mar-2015","PC","Percentage","0","Units",,,7.42,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2015-04","Apr-2015","PC","Percentage","0","Units",,,7.22,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2015-05","May-2015","PC","Percentage","0","Units",,,7.37,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2015-06","Jun-2015","PC","Percentage","0","Units",,,7.89,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2015-07","Jul-2015","PC","Percentage","0","Units",,,7.78,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2015-08","Aug-2015","PC","Percentage","0","Units",,,8.34,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2015-09","Sep-2015","PC","Percentage","0","Units",,,8.63,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2015-10","Oct-2015","PC","Percentage","0","Units",,,8.25,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2015-11","Nov-2015","PC","Percentage","0","Units",,,8.71,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2015-12","Dec-2015","PC","Percentage","0","Units",,,8.88,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2016-01","Jan-2016","PC","Percentage","0","Units",,,9.21,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2016-02","Feb-2016","PC","Percentage","0","Units",,,9.19,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2016-03","Mar-2016","PC","Percentage","0","Units",,,8.34,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2016-04","Apr-2016","PC","Percentage","0","Units",,,8.2,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2016-05","May-2016","PC","Percentage","0","Units",,,8.17,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2016-06","Jun-2016","PC","Percentage","0","Units",,,7.6,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2016-07","Jul-2016","PC","Percentage","0","Units",,,7.61,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2016-08","Aug-2016","PC","Percentage","0","Units",,,7.52,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2016-09","Sep-2016","PC","Percentage","0","Units",,,7.06,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2016-10","Oct-2016","PC","Percentage","0","Units",,,7.47,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2016-11","Nov-2016","PC","Percentage","0","Units",,,7.46,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2016-12","Dec-2016","PC","Percentage","0","Units",,,7.24,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2017-01","Jan-2017","PC","Percentage","0","Units",,,6.99,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2017-02","Feb-2017","PC","Percentage","0","Units",,,7.12,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2017-03","Mar-2017","PC","Percentage","0","Units",,,6.84,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2017-04","Apr-2017","PC","Percentage","0","Units",,,6.47,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2017-05","May-2017","PC","Percentage","0","Units",,,6.47,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2017-06","Jun-2017","PC","Percentage","0","Units",,,6.75,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2017-07","Jul-2017","PC","Percentage","0","Units",,,7,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2017-08","Aug-2017","PC","Percentage","0","Units",,,6.95,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2017-09","Sep-2017","PC","Percentage","0","Units",,,6.77,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2017-10","Oct-2017","PC","Percentage","0","Units",,,6.86,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2017-11","Nov-2017","PC","Percentage","0","Units",,,6.81,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2017-12","Dec-2017","PC","Percentage","0","Units",,,6.77,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2018-01","Jan-2018","PC","Percentage","0","Units",,,6.75,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2018-02","Feb-2018","PC","Percentage","0","Units",,,6.9,,
"IRLT","Long-term interest rates, Per cent per annum","COL","Colombia","M","Monthly","2018-03","Mar-2018","PC","Percentage","0","Units",,,6.83,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2011-08","Aug-2011","PC","Percentage","0","Units",,,9.77,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2011-09","Sep-2011","PC","Percentage","0","Units",,,9.77,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2011-10","Oct-2011","PC","Percentage","0","Units",,,9.77,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2011-11","Nov-2011","PC","Percentage","0","Units",,,9.81,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2011-12","Dec-2011","PC","Percentage","0","Units",,,9.82,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2012-01","Jan-2012","PC","Percentage","0","Units",,,9.92,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2012-02","Feb-2012","PC","Percentage","0","Units",,,10.02,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2012-04","Apr-2012","PC","Percentage","0","Units",,,11.9,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2012-08","Aug-2012","PC","Percentage","0","Units",,,12.02,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2012-09","Sep-2012","PC","Percentage","0","Units",,,11.93,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2012-10","Oct-2012","PC","Percentage","0","Units",,,11.91,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2012-11","Nov-2012","PC","Percentage","0","Units",,,10.43,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2012-12","Dec-2012","PC","Percentage","0","Units",,,10.16,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2013-01","Jan-2013","PC","Percentage","0","Units",,,9.16,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2013-02","Feb-2013","PC","Percentage","0","Units",,,8.06,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2013-03","Mar-2013","PC","Percentage","0","Units",,,8.24,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2013-04","Apr-2013","PC","Percentage","0","Units",,,8.97,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2013-05","May-2013","PC","Percentage","0","Units",,,8.31,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2013-06","Jun-2013","PC","Percentage","0","Units",,,8.18,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2013-07","Jul-2013","PC","Percentage","0","Units",,,8.24,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2013-08","Aug-2013","PC","Percentage","0","Units",,,8.23,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2013-10","Oct-2013","PC","Percentage","0","Units",,,8.51,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2014-01","Jan-2014","PC","Percentage","0","Units",,,9.72,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2014-02","Feb-2014","PC","Percentage","0","Units",,,10,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2014-03","Mar-2014","PC","Percentage","0","Units",,,9.62,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2014-04","Apr-2014","PC","Percentage","0","Units",,,8.51,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2014-05","May-2014","PC","Percentage","0","Units",,,9.26,,
"IRLT","Long-term interest rates, Per cent per annum","CRI","Costa Rica","M","Monthly","2014-06","Jun-2014","PC","Percentage","0","Units",,,10.06,,
